year,victim.state,action.Malware,action.Hacking,action.Social,action.Physical,action.Misuse,action.Error,action.Environmental,action.Unknown,victim.industry.name,pattern,,victim.industry.name,pattern
2011,AZ,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NA,0,0,0,1,0,0,0,0,Administrative ,Lost and Stolen Assets,,,
2011,NY,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,1,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2014,CA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,NC,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2014,NC,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2014,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,FL,0,0,1,0,0,0,0,0,Healthcare ,Everything Else,,,
2012,TX,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2014,NA,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,CA,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2013,WI,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,NA,0,1,1,0,0,0,0,0,Healthcare ,Web Applications,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2011,MI,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2011,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2004,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,CA,0,0,0,0,1,0,0,0,Real Estate ,Privilege Misuse,,,
2010,MA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Trade ,Denial of Service,,,
2013,CA,0,0,0,0,0,1,0,0,Retail ,Miscellaneous Errors,,,
2010,NY,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2013,NA,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2013,WA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2011,CA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2013,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2012,NY,0,0,0,1,0,0,0,0,Retail ,Point of Sale,,,
2013,AZ,0,1,0,0,0,1,0,0,Educational ,Web Applications,,,
2012,NA,1,0,0,0,0,0,0,0,Public ,Crimeware,,,
2013,OH,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2013,NA,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2008,DC,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2012,CA,0,1,0,0,0,0,0,0,Finance ,Web Applications,,,
2013,MO,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2013,IN,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2014,NY,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2012,FL,0,0,0,0,1,0,0,0,Retail ,Privilege Misuse,,,
2014,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,FL,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2007,NA,0,0,0,0,0,1,0,0,Entertainment ,Miscellaneous Errors,,,
2013,CA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2013,NY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,TX,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2008,CA,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2011,NA,0,1,0,0,0,0,0,0,Unknown,Everything Else,,,
2013,TN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,OR,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,CA,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2015,NV,1,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2015,CA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2015,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NC,0,1,0,0,0,0,0,0,Retail ,Point of Sale,,,
2013,NM,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,WI,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2013,MO,0,1,0,0,0,0,0,0,Administrative ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,VA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2014,PA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,MO,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,GA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2008,NA,0,0,0,0,0,1,0,0,Manufacturing ,Miscellaneous Errors,,,
2015,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NC,0,0,0,0,0,1,0,0,Unknown,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2010,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,TN,0,0,1,0,0,0,0,0,Information ,Everything Else,,,
2014,FL,0,0,0,1,1,0,0,0,Finance ,Privilege Misuse,,,
2012,FL,0,0,0,0,1,0,0,0,Other Services ,Privilege Misuse,,,
2007,IL,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2012,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,MI,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,CO,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,MA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2015,VA,1,1,0,0,0,0,0,0,Public ,Cyber-Espionage,,,
2014,MO,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,CT,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2014,GA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,NA,0,1,0,0,0,0,0,0,Retail ,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2012,LA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,MO,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,NA,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Finance ,Web Applications,,,
2011,FL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NJ,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2012,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2014,FL,0,1,0,0,0,0,0,0,Healthcare ,Web Applications,,,
2013,NY,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2013,PA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2012,NA,1,1,1,0,0,0,0,0,Utilities ,Cyber-Espionage,,,
2013,NY,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2012,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,VA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,NA,0,0,0,0,0,1,0,0,Utilities ,Miscellaneous Errors,,,
2011,FL,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2014,CA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,1,0,0,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,TX,1,1,0,0,0,0,0,0,Retail ,Point of Sale,,,
2010,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,TX,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,1,Administrative ,Everything Else,,,
2011,OH,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Denial of Service,,,
2012,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2013,NA,0,1,1,0,0,0,0,0,Administrative ,Everything Else,,,
2013,GA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,FL,0,0,0,1,0,0,0,0,Professional ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2012,NA,1,1,1,0,0,0,0,0,Mining ,Cyber-Espionage,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2010,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,IN,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,VA,1,0,0,0,0,0,0,0,Professional ,Crimeware,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,VT,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Denial of Service,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2014,Tn,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2013,NC,0,0,0,1,0,0,0,0,Healthcare ,Everything Else,,,
2012,VA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,VA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2015,TX,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2012,NY,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Administrative ,Web Applications,,,
2010,OK,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,CA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,VA,0,0,0,1,0,0,0,0,Public ,Everything Else,,,
2011,NM,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2013,CA,0,1,0,0,0,0,0,0,Professional ,Denial of Service,,,
2014,NA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,NC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,IA,0,0,0,0,0,1,0,0,Professional ,Miscellaneous Errors,,,
2010,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2012,NC,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2010,OK,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,MA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2008,NY,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2012,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2013,GA,1,0,0,0,0,0,0,0,Administrative ,Crimeware,,,
2013,CA,0,1,0,0,0,0,0,0,Trade ,Everything Else,,,
2013,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,0,1,0,0,0,0,0,Professional ,Everything Else,,,
2012,SD,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,KY,0,0,0,1,0,0,0,0,Trade ,Lost and Stolen Assets,,,
2010,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,CO,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,CA,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2012,NY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NJ,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,NA,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2013,CA,0,0,0,0,0,1,0,0,Information ,Miscellaneous Errors,,,
2013,MI,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2010,OH,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,TX,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,FL,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,FL,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NY,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,WA,1,1,0,0,0,0,0,0,Public ,Crimeware,,,
2012,CA,0,0,0,1,0,0,0,0,Unknown,Lost and Stolen Assets,,,
2013,FL,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2012,CA,0,1,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2013,NY,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2015,DC,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2013,NJ,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2013,OH,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2013,MS,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2014,CA,0,1,0,0,0,0,0,0,Administrative ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2013,NJ,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2014,PA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2014,OR,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2008,NA,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2012,CT,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2013,MN,0,0,1,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Other Services ,Denial of Service,,,
2013,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,IN,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2011,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,UT,1,1,0,0,0,0,0,0,Professional ,Cyber-Espionage,,,
2012,WV,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,1,0,0,0,0,0,0,0,Other Services ,Crimeware,,,
2012,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NC,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,GA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NY,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2014,NM,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,CO,0,0,0,1,0,0,0,0,Retail ,Everything Else,,,
2013,NY,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,MD,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,NA,1,1,1,0,0,0,0,0,Unknown,Cyber-Espionage,,,
2013,FL,1,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2012,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2013,NH,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,GA,1,0,1,0,0,0,0,0,Healthcare ,Crimeware,,,
2015,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2005,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,MA,1,0,0,0,0,0,0,0,Information ,Crimeware,,,
2013,OH,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2014,IN,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NH,0,0,0,0,0,0,0,1,Information ,Everything Else,,,
2013,MA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2015,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NC,0,0,0,0,0,1,0,0,Retail ,Miscellaneous Errors,,,
2014,NA,0,0,0,0,1,0,0,0,Unknown,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2007,DC,0,0,0,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,CA,0,0,1,0,0,0,0,0,Educational ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2013,MN,0,0,1,0,0,0,0,0,Public ,Everything Else,,,
2012,NA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2010,TN,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,OK,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,TX,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,NH,1,0,0,0,0,0,0,0,Retail ,Point of Sale,,,
2009,NA,1,1,0,0,0,0,0,0,Public ,Cyber-Espionage,,,
2011,ND,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2014,NY,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2012,NA,0,1,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,AL,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,PA,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2014,NA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2013,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,OK,0,0,0,0,0,1,0,0,Retail ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Other Services ,Everything Else,,,
2010,GA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2014,CA,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2015,PA,1,0,0,0,0,0,0,0,Entertainment ,Crimeware,,,
2013,NA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2009,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,AZ,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,SD,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2011,AZ,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2012,TN,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,FL,0,0,0,0,0,0,0,1,Educational ,Everything Else,,,
2010,PA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,MI,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2012,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,NJ,0,1,0,0,0,0,0,0,Educational ,Denial of Service,,,
2013,MA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2011,WA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CO,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,MA,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2010,TN,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
2011,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2008,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,DE,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2011,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,KY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,NA,0,0,0,0,1,0,0,0,Unknown,Privilege Misuse,,,
2011,NE,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2013,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,MA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2011,NA,1,1,1,1,0,0,0,0,Transportation ,Crimeware,,,
2015,CA,0,1,0,0,0,0,0,0,Transportation ,Web Applications,,,
2014,CA,0,1,0,0,0,0,0,0,Entertainment ,Web Applications,,,
2014,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,WA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2011,NE,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2005,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,FL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,PA,1,1,0,0,0,0,0,0,Professional ,Point of Sale,,,
2013,WA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2011,WA,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2010,OK,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2012,NY,1,1,0,0,0,0,0,0,Accomodation ,Everything Else,,,
2012,FL,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2013,NY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,FL,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CT,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2013,OR,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2014,CA,0,0,1,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,CA,0,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2013,NA,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2013,KY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NC,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,KS,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2012,NY,0,1,0,0,0,0,0,0,Finance ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Everything Else,,,
2012,TX,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,OK,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2014,TX,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2015,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,TN,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2014,CO,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2013,NJ,0,1,0,0,1,0,0,0,Transportation ,Web Applications,,,
2015,VA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,PA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,TX,0,1,0,0,0,0,0,0,Retail ,Everything Else,,,
2012,CA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2010,UT,0,0,0,0,0,0,0,1,Public ,Everything Else,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2014,NC,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
